,ID,Program_Code,From_Grade,To_Grade,Group_State,Is_Non_Annual_,Days,Travel_Type,Departure_Date,Return_Date,Deposit_Date,Special_Pay,Tuition,FRP_Active,FRP_Cancelled,FRP_Take_up_percent_,Early_RPL,Latest_RPL,Cancelled_Pax,Total_Discount_Pax,Initial_System_Date,Poverty_Code,Region,CRM_Segment,School_Type,Parent_Meeting_Flag,MDR_Low_Grade,MDR_High_Grade,Total_School_Enrollment,Income_Level,EZ_Pay_Take_Up_Rate,School_Sponsor,SPR_Product_Type,SPR_New_Existing,FPP,Total_Pax,SPR_Group_Revenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPP_to_School_enrollment,FPP_to_PAX,Num_of_Non_FPP_PAX,SchoolSizeIndicator,Retained_in_2012_,NPS_2011,NPS_2010,NPS_2009,NPS_2008,>=_3_FPP_Date,>=_10_FPP_Date,>=_20_FPP_Date,>=_35_FPP_Date
45,46,CD,8.0,8.0,TX,0.0,5.0,A,2011-02-21,2011-02-25,2010-10-15,FR,1399.0,25.0,0.0,0.758,2010-03-26,2010-08-26,0.0,2.0,2010-03-26,,Dallas,10.0,CHD,1.0,PK,12.0,522.0,L,0.273,0.0,East Coast,EXISTING,33.0,35.0,1399.0,1.0,2010-04-13,2010-04-13,314.0,314.0,Middle,Middle,Middle->Middle,February,PK,High,PK->High,C,1.0,0.063218391,0.942857143,2.0,S-M,1.0,8.0,9.0,8.0,7.0,2010-05-10,2010-05-28,2010-07-08,
46,47,HN,,,OH,0.0,4.0,B,2011-02-21,2011-02-25,2010-11-10,,1190.0,19.0,3.0,0.826,,2010-09-21,2.0,3.0,2010-09-20,A,Other,9.0,PUBLIC,0.0,9,12.0,364.0,M,0.174,0.0,East Coast,NEW,23.0,26.0,1190.0,0.0,,,,,Undefined,Undefined,Undefined->Undefined,February,High,High,High->High,H,0.0,0.063186813,0.884615385,3.0,S-M,0.0,10.0,,,,2010-11-06,2010-11-08,2010-11-09,
47,48,HD,8.0,8.0,OH,0.0,3.0,A,2011-02-22,2011-02-24,2010-06-01,SA,935.0,4.0,0.0,0.121,2010-05-25,2010-05-25,2.0,3.0,2010-05-05,A,Other,10.0,PUBLIC,1.0,7,8.0,351.0,M,0.0,0.0,East Coast,EXISTING,33.0,36.0,935.0,1.0,2011-09-14,2011-09-14,-204.0,-204.0,Middle,Middle,Middle->Middle,February,Middle,Middle,Middle->Middle,H,1.0,0.094017094,0.916666667,3.0,S-M,1.0,10.0,10.0,,10.0,2010-06-15,2010-06-15,2010-06-15,
48,49,HD,8.0,8.0,CA,0.0,5.0,A,2011-02-22,2011-02-26,2010-10-22,,2077.0,2.0,3.0,0.5,2010-05-19,2010-09-03,3.0,1.0,2010-05-12,A,Northern California,5.0,PUBLIC,1.0,6,8.0,1306.0,Q,0.0,0.0,East Coast,EXISTING,4.0,5.0,2077.0,2.0,2010-09-14,2010-09-30,161.0,145.0,Middle,Middle,Middle->Middle,February,Middle,Middle,Middle->Middle,H,1.0,0.003062787,0.8,1.0,L,1.0,10.0,,,,2010-10-18,,,
49,50,HD,8.0,8.0,CA,0.0,5.0,A,2011-02-22,2011-02-26,2010-10-22,,2077.0,8.0,6.0,0.727,2010-05-19,2010-09-03,4.0,1.0,2010-05-12,A,Northern California,5.0,PUBLIC,1.0,6,8.0,1008.0,Q,0.273,0.0,East Coast,EXISTING,11.0,12.0,2077.0,1.0,2010-09-30,2010-09-30,145.0,145.0,Middle,Middle,Middle->Middle,February,Middle,Middle,Middle->Middle,H,1.0,0.010912698,0.916666667,1.0,L,0.0,,7.0,10.0,7.0,2010-10-21,2010-11-08,,
50,51,HS,4.0,4.0,CA,0.0,3.0,A,2011-02-23,2011-02-25,2010-09-24,,874.0,9.0,0.0,0.563,2010-04-05,2010-08-24,0.0,1.0,2010-03-03,,Southern California,5.0,Private non-Christian,0.0,PK,8.0,652.0,O,0.125,1.0,CA History,EXISTING,16.0,17.0,874.0,0.0,,,,,Elementary,Elementary,Elementary->Elementary,February,PK,Middle,PK->Middle,H,1.0,0.024539877,0.941176471,1.0,M-L,1.0,10.0,10.0,9.0,9.0,2010-04-13,2010-09-06,,
51,52,HD,8.0,8.0,WI,0.0,4.0,A,2011-02-23,2011-02-26,2010-10-05,,1138.0,70.0,7.0,0.636,2010-04-20,2010-08-19,10.0,13.0,2010-03-09,A,Other,4.0,PUBLIC,1.0,3,6.0,240.0,M,0.355,0.0,East Coast,EXISTING,110.0,123.0,1138.0,1.0,2010-09-28,2010-09-28,148.0,148.0,Middle,Middle,Middle->Middle,February,Elementary,Middle,Elementary->Middle,H,1.0,0.458333333,0.894308943,13.0,S,1.0,10.0,10.0,10.0,10.0,2010-05-04,2010-05-12,2010-05-19,2010-05-26
52,53,HD,8.0,8.0,FL,0.0,4.0,A,2011-02-23,2011-02-26,2010-11-01,,1310.0,43.0,0.0,0.573,2010-02-11,2010-08-04,0.0,7.0,2010-02-10,,Other,5.0,Private non-Christian,0.0,PK,12.0,850.0,L,0.147,0.0,East Coast,EXISTING,75.0,82.0,1310.0,0.0,,,,,Middle,Middle,Middle->Middle,February,PK,High,PK->High,H,1.0,0.088235294,0.914634146,7.0,L,1.0,9.0,8.0,,,2010-09-02,2010-09-18,2010-10-06,2010-10-25
53,54,HD,8.0,8.0,TX,0.0,4.0,A,2011-02-24,2011-02-27,2010-10-08,,1550.0,44.0,6.0,0.898,2010-04-01,2010-08-11,7.0,2.0,2010-03-20,C,Houston,10.0,PUBLIC,1.0,7,8.0,880.0,E,0.388,0.0,East Coast,EXISTING,49.0,51.0,1550.0,1.0,2010-09-15,2010-09-15,162.0,162.0,Middle,Middle,Middle->Middle,February,Middle,Middle,Middle->Middle,H,1.0,0.055681818,0.960784314,2.0,L,1.0,10.0,10.0,10.0,10.0,2010-05-12,2010-05-12,2010-05-14,2010-05-19
54,55,HD,8.0,8.0,IL,0.0,4.0,A,2011-02-24,2011-02-27,2010-10-01,,1149.0,20.0,2.0,0.87,2010-03-26,2010-08-26,3.0,4.0,2010-03-26,,Other,5.0,Catholic,1.0,PK,8.0,650.0,Q,0.217,0.0,East Coast,NEW,23.0,27.0,1149.0,2.0,2010-04-13,2010-09-23,317.0,154.0,Middle,Middle,Middle->Middle,February,PK,Middle,PK->Middle,H,1.0,0.035384615,0.851851852,4.0,M-L,1.0,9.0,,,,2010-04-25,2010-06-07,2010-06-07,
55,56,SG,7.0,,MO,0.0,3.0,A,2011-02-26,2011-02-28,2010-11-15,,1188.0,11.0,6.0,0.846,,2010-09-23,6.0,1.0,2010-09-23,A,Other,6.0,PUBLIC,1.0,6,7.0,565.0,O,0.0,0.0,Science,NEW,13.0,14.0,1188.0,1.0,2010-10-14,2010-10-14,135.0,135.0,Middle,Undefined,Middle->Undefined,February,Middle,Middle,Middle->Middle,S,0.0,0.02300885,0.928571429,1.0,S-M,1.0,10.0,,,,2010-10-14,2010-10-31,,
56,57,CD,11.0,12.0,AZ,0.0,6.0,A,2011-02-26,2011-03-04,2010-10-01,,2154.0,4.0,2.0,0.5,2010-02-18,2010-08-30,2.0,1.0,2010-02-18,,Other,5.0,CHD,1.0,PK,12.0,1325.0,K,0.25,1.0,East Coast,EXISTING,8.0,9.0,2154.0,1.0,2010-08-26,2010-08-26,184.0,184.0,High,High,High->High,February,PK,High,PK->High,C,0.0,0.006037736,0.888888889,1.0,L,1.0,,,10.0,,2010-05-31,,,
57,58,CD,8.0,8.0,ID,0.0,5.0,A,2011-02-28,2011-03-04,2010-10-01,FR,1684.0,11.0,2.0,0.579,2010-03-18,2010-09-01,2.0,1.0,2010-03-17,,Other,5.0,CHD,1.0,PK,8.0,412.0,H,0.368,1.0,East Coast,EXISTING,19.0,20.0,1684.0,1.0,2010-08-23,2010-08-23,189.0,189.0,Middle,Middle,Middle->Middle,February,PK,Middle,PK->Middle,C,1.0,0.046116505,0.95,1.0,S-M,1.0,9.0,10.0,10.0,,2010-05-21,2010-05-30,,
58,59,HD,8.0,8.0,TN,0.0,4.0,A,2011-03-01,2011-03-04,2010-11-12,FR,1163.0,46.0,3.0,0.697,2010-02-15,2010-08-12,3.0,7.0,2010-02-16,,Other,10.0,CHD,1.0,PK,12.0,750.0,K,0.136,0.0,East Coast,EXISTING,66.0,73.0,1163.0,1.0,2010-08-17,2010-08-17,196.0,196.0,Middle,Middle,Middle->Middle,March,PK,High,PK->High,H,1.0,0.088,0.904109589,7.0,M-L,1.0,10.0,10.0,10.0,10.0,2010-04-25,2010-05-23,2010-05-26,2010-06-01
59,60,HD,9.0,9.0,WI,0.0,5.0,A,2011-03-01,2011-03-05,2010-10-28,CP,1321.0,37.0,4.0,0.638,2010-03-29,2010-09-03,7.0,4.0,2010-03-23,B,Other,10.0,PUBLIC,1.0,7,9.0,824.0,G,0.31,0.0,East Coast,EXISTING,58.0,62.0,1321.0,1.0,2010-09-08,2010-09-08,174.0,174.0,High,High,High->High,March,Middle,High,Middle->High,H,1.0,0.07038835,0.935483871,4.0,L,1.0,10.0,10.0,9.0,,2010-04-19,2010-05-10,2010-05-25,2010-06-01
60,61,HG,4.0,4.0,CA,1.0,3.0,A,2011-03-02,2011-03-04,2010-10-15,SA,808.0,0.0,0.0,0.0,,2010-09-24,1.0,1.0,2010-01-16,,Southern California,4.0,Private non-Christian,0.0,PK,6.0,230.0,O,0.0,1.0,CA History,EXISTING,45.0,46.0,808.0,0.0,,,,,Elementary,Elementary,Elementary->Elementary,March,PK,Middle,PK->Middle,H,1.0,0.195652174,0.97826087,1.0,S,0.0,,,9.0,,2011-01-03,2011-01-03,2011-01-03,2011-01-03
61,62,HD,8.0,8.0,KS,0.0,3.0,A,2011-03-02,2011-03-05,2010-10-15,,1460.0,38.0,1.0,0.576,2010-04-14,2010-08-26,2.0,4.0,2010-04-14,,Other,5.0,Private non-Christian,1.0,PK,12.0,1023.0,Z,0.167,0.0,East Coast,EXISTING,66.0,70.0,1460.0,1.0,2010-09-20,2010-09-20,163.0,163.0,Middle,Middle,Middle->Middle,March,PK,High,PK->High,H,1.0,0.064516129,0.942857143,4.0,L,1.0,10.0,10.0,10.0,10.0,2010-04-28,2010-05-07,2010-05-24,2010-10-14
62,63,HC,9.0,12.0,AL,0.0,4.0,A,2011-03-03,2011-03-06,2011-01-22,CP,1589.0,2.0,3.0,0.167,,2010-09-23,4.0,1.0,2010-09-22,C,Other,8.0,PUBLIC,1.0,9,12.0,1688.0,G,0.0,0.0,East Coast,NEW,12.0,13.0,1589.0,1.0,2010-10-07,2010-10-07,147.0,147.0,High,High,High->High,March,High,High,High->High,H,0.0,0.007109005,0.923076923,1.0,L,0.0,10.0,,,,2010-10-18,2010-11-03,,
63,64,HD,7.0,8.0,MN,1.0,4.0,A,2011-03-03,2011-03-06,2010-10-29,,1477.0,12.0,1.0,0.571,2010-01-22,2010-01-22,2.0,1.0,2010-01-14,,Other,10.0,Catholic,1.0,PK,8.0,200.0,N,0.143,0.0,East Coast,EXISTING,21.0,22.0,1477.0,1.0,2010-02-04,2010-02-04,392.0,392.0,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,H,0.0,0.105,0.954545455,1.0,S,0.0,10.0,,10.0,,2010-02-28,2010-03-17,2010-11-05,
64,65,HD,8.0,8.0,MS,0.0,3.0,B,2011-03-03,2011-03-07,2010-10-22,,851.0,50.0,1.0,0.746,,2010-08-24,1.0,4.0,2010-05-21,,Other,10.0,Private non-Christian,1.0,PK,12.0,1555.0,Z,0.149,0.0,East Coast,EXISTING,67.0,71.0,851.0,1.0,2010-09-03,2010-09-03,181.0,181.0,Middle,Middle,Middle->Middle,March,PK,High,PK->High,H,1.0,0.043086817,0.943661972,4.0,L,1.0,10.0,9.0,10.0,10.0,2010-09-03,2010-09-03,2010-09-04,2010-09-08
65,66,HC,5.0,6.0,AL,1.0,5.0,A,2011-03-03,2011-03-07,2010-11-06,,1813.0,36.0,8.0,0.72,2010-05-07,2010-05-07,8.0,3.0,2009-08-31,C,Other,4.0,PUBLIC,1.0,PK,5.0,400.0,C,0.28,0.0,East Coast,EXISTING,50.0,53.0,1813.0,2.0,2010-08-19,2010-11-02,196.0,121.0,Elementary,Middle,Elementary->Middle,March,PK,Elementary,PK->Elementary,H,0.0,0.125,0.943396226,3.0,S-M,0.0,10.0,,,,2009-09-16,2009-10-08,2010-01-25,2010-08-31
66,67,HP,4.0,4.0,CA,0.0,1.0,B,2011-03-04,2011-03-04,2010-10-15,SA,149.0,0.0,0.0,0.0,2010-05-19,2010-05-19,1.0,1.0,2010-03-31,,Southern California,4.0,Private non-Christian,0.0,K,6.0,280.0,Q,0.0,1.0,CA History,EXISTING,25.0,26.0,149.0,0.0,,,,,Elementary,Elementary,Elementary->Elementary,March,K,Middle,K->Middle,H,1.0,0.089285714,0.961538462,1.0,S,1.0,2.0,9.0,10.0,9.0,2010-10-22,2010-10-22,2010-10-22,
67,68,HD,8.0,8.0,NY,0.0,3.0,A,2011-03-04,2011-03-06,2010-11-01,FR,987.0,94.0,10.0,0.686,2010-03-15,2010-08-12,10.0,13.0,2010-02-27,A,Other,5.0,PUBLIC,1.0,6,8.0,1232.0,O,0.219,0.0,East Coast,EXISTING,137.0,150.0,987.0,1.0,2011-01-31,2011-01-31,32.0,32.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1.0,0.111201299,0.913333333,13.0,L,1.0,9.0,8.0,8.0,10.0,2010-03-31,2010-04-09,2010-05-09,2010-05-21
68,69,HD,7.0,7.0,IL,0.0,3.0,A,2011-03-04,2011-03-07,2010-10-05,,1040.0,65.0,6.0,0.707,2010-02-25,2010-08-20,5.0,10.0,2010-02-25,B,Other,10.0,PUBLIC,1.0,7,8.0,478.0,L,0.196,0.0,East Coast,EXISTING,92.0,102.0,1040.0,1.0,2010-09-23,2010-09-23,162.0,162.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1.0,0.192468619,0.901960784,10.0,S-M,1.0,10.0,8.0,8.0,9.0,2010-04-16,2010-04-16,2010-03-30,2010-04-05
69,70,HD,8.0,8.0,KY,0.0,5.0,B,2011-03-04,2011-03-09,2010-09-30,,899.0,34.0,5.0,0.642,2010-04-26,2010-08-19,8.0,4.0,2010-04-27,C,Other,2.0,PUBLIC,1.0,6,8.0,669.0,E,0.17,0.0,East Coast,EXISTING,53.0,57.0,899.0,2.0,2010-05-11,2010-09-07,297.0,178.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1.0,0.07922272,0.929824561,4.0,M-L,1.0,10.0,10.0,,,2010-05-18,2010-05-26,2010-06-01,2010-06-16
70,71,SG,8.0,8.0,OR,0.0,8.0,A,2011-03-04,2011-03-11,2010-10-01,,2048.0,16.0,6.0,0.246,2010-03-01,2010-08-20,7.0,8.0,2010-02-19,B,Pacific Northwest,7.0,PUBLIC,1.0,6,8.0,495.0,J,0.154,0.0,Science,EXISTING,65.0,73.0,2048.0,1.0,2010-09-19,2010-09-19,166.0,166.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,S,1.0,0.131313131,0.890410959,8.0,S-M,1.0,10.0,,,9.0,2010-05-25,2010-05-25,2010-05-25,2010-05-25
71,72,HD,,,IL,0.0,3.0,A,2011-03-05,2011-03-07,2010-10-09,,1066.0,88.0,3.0,0.765,2010-04-20,2010-08-23,4.0,11.0,2010-01-28,A,Other,5.0,PUBLIC,1.0,6,8.0,586.0,Q,0.226,0.0,East Coast,EXISTING,115.0,126.0,1066.0,1.0,2010-09-01,2010-09-01,185.0,185.0,Undefined,Undefined,Undefined->Undefined,March,Middle,Middle,Middle->Middle,H,0.0,0.196245734,0.912698413,11.0,M-L,1.0,9.0,10.0,7.0,8.0,2010-04-28,2010-04-28,2010-04-29,2010-05-02
72,73,HD,,,LA,0.0,4.0,A,2011-03-05,2011-03-08,2010-10-01,,1400.0,17.0,5.0,0.739,2010-02-25,2010-08-16,5.0,2.0,2010-02-23,,Other,5.0,Catholic,1.0,PK,7.0,900.0,L,0.044,0.0,East Coast,EXISTING,23.0,25.0,1400.0,1.0,2010-08-31,2010-08-31,186.0,186.0,Undefined,Undefined,Undefined->Undefined,March,PK,Middle,PK->Middle,H,0.0,0.025555556,0.92,2.0,L,1.0,10.0,10.0,6.0,10.0,2010-05-04,2010-05-28,2010-06-01,
73,74,HD,8.0,8.0,NE,0.0,4.0,A,2011-03-05,2011-03-09,2010-11-01,,1319.0,16.0,3.0,0.485,2010-03-25,2010-03-25,9.0,5.0,2010-03-26,B,Other,10.0,PUBLIC,1.0,6,8.0,835.0,I,0.152,0.0,East Coast,NEW,33.0,38.0,1319.0,2.0,2010-05-19,2010-09-08,290.0,178.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1.0,0.039520958,0.868421053,5.0,L,1.0,7.0,,,,2010-05-21,2010-05-28,2010-05-31,
74,75,HC,8.0,8.0,TX,0.0,5.0,A,2011-03-06,2011-03-10,2010-11-01,,1924.0,20.0,11.0,0.741,2010-02-11,2010-08-23,14.0,3.0,2010-02-10,C,Dallas,10.0,PUBLIC,1.0,6,8.0,996.0,K,0.185,0.0,East Coast,EXISTING,27.0,30.0,1924.0,1.0,2010-09-14,2010-09-14,173.0,173.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1.0,0.027108434,0.9,3.0,L,1.0,10.0,10.0,10.0,10.0,2010-04-06,2010-05-19,2010-05-31,
75,76,HD,8.0,8.0,MA,0.0,5.0,B,2011-03-06,2011-03-10,2010-10-22,,849.0,46.0,18.0,0.455,2010-04-12,2010-09-20,21.0,8.0,2010-04-08,B,Other,8.0,PUBLIC,1.0,9,12.0,497.0,N,0.168,0.0,East Coast,NEW,101.0,109.0,849.0,1.0,2010-10-07,2010-10-07,150.0,150.0,Middle,Middle,Middle->Middle,March,High,High,High->High,H,1.0,0.203219316,0.926605505,8.0,S-M,1.0,10.0,,,,2010-10-06,2010-10-07,2010-10-11,2010-10-13
76,77,HD,8.0,8.0,MS,0.0,5.0,B,2011-03-06,2011-03-11,2010-11-01,SA,1268.0,1.0,0.0,0.031,2010-03-23,2010-09-02,0.0,3.0,2010-03-19,,Other,10.0,CHD,1.0,PK,12.0,310.0,B,0.0,0.0,East Coast,EXISTING,32.0,35.0,1268.0,1.0,2010-09-30,2010-09-30,157.0,157.0,Middle,Middle,Middle->Middle,March,PK,High,PK->High,H,1.0,0.103225806,0.914285714,3.0,S,1.0,10.0,10.0,10.0,9.0,2010-06-03,2010-06-03,2010-10-25,
77,78,CD,6.0,6.0,FL,0.0,6.0,A,2011-03-06,2011-03-11,2010-10-15,FR,1393.0,11.0,4.0,0.611,2010-05-07,2010-08-25,4.0,2.0,2010-05-08,,Other,10.0,CHD,1.0,PK,12.0,550.0,Z,0.111,0.0,East Coast,EXISTING,18.0,20.0,1393.0,2.0,2010-05-27,2010-08-30,283.0,188.0,Middle,Middle,Middle->Middle,March,PK,High,PK->High,C,1.0,0.032727273,0.9,2.0,S-M,1.0,10.0,9.0,,10.0,2010-06-07,2010-10-08,,
78,79,HC,8.0,8.0,CA,0.0,7.0,A,2011-03-06,2011-03-12,2010-11-12,FR,2571.0,16.0,4.0,0.246,2010-03-09,2010-08-12,6.0,4.0,2010-02-27,A,Southern California,10.0,PUBLIC,1.0,K,8.0,610.0,O,0.092,0.0,East Coast,EXISTING,65.0,69.0,2571.0,1.0,2010-10-20,2010-10-20,137.0,137.0,Middle,Middle,Middle->Middle,March,K,Middle,K->Middle,H,1.0,0.106557377,0.942028986,4.0,M-L,1.0,10.0,9.0,10.0,10.0,2010-05-02,2010-05-20,2010-05-28,2010-06-01
79,80,CC,8.0,8.0,CA,0.0,7.0,A,2011-03-06,2011-03-12,2010-10-01,CP,2389.0,38.0,1.0,0.623,2010-02-18,2010-08-11,1.0,5.0,2010-02-18,,Northern California,5.0,CHD,1.0,PK,8.0,864.0,Q,0.312,1.0,East Coast,EXISTING,61.0,66.0,2389.0,1.0,2010-09-02,2010-09-02,185.0,185.0,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,C,1.0,0.070601852,0.924242424,5.0,L,1.0,10.0,9.0,10.0,9.0,2010-04-14,2010-04-21,2010-05-07,2010-05-24
80,81,CD,8.0,8.0,CA,0.0,7.0,A,2011-03-06,2011-03-12,2010-10-01,,2049.0,33.0,8.0,0.471,2010-03-23,2010-08-17,5.0,6.0,2010-03-17,,Southern California,5.0,PUBLIC,1.0,7,12.0,,O,0.243,1.0,East Coast,EXISTING,70.0,76.0,2049.0,1.0,2010-08-30,2010-08-30,188.0,188.0,Middle,Middle,Middle->Middle,March,Middle,High,Middle->High,C,1.0,,0.921052632,6.0,,1.0,10.0,10.0,10.0,,2010-04-25,2010-05-03,2010-05-17,2010-06-01
81,82,CD,7.0,8.0,TN,1.0,4.0,A,2011-03-07,2011-03-10,2010-09-30,FR,1324.0,41.0,1.0,0.774,2010-05-10,2010-08-05,3.0,5.0,2010-03-17,,Other,10.0,CHD,1.0,PK,8.0,365.0,M,0.245,0.0,East Coast,EXISTING,53.0,58.0,1324.0,1.0,2010-08-17,2010-08-17,202.0,202.0,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,C,0.0,0.145205479,0.913793103,5.0,S-M,0.0,10.0,,10.0,10.0,2010-05-18,2010-05-20,2010-05-28,2010-06-08
82,83,HD,8.0,8.0,CA,0.0,5.0,A,2011-03-07,2011-03-11,2010-11-01,,1984.0,3.0,1.0,0.231,2010-03-26,2010-09-10,3.0,1.0,2010-03-26,B,Northern California,5.0,PUBLIC,1.0,7,8.0,511.0,O,0.154,0.0,East Coast,EXISTING,13.0,14.0,1984.0,1.0,2010-09-21,2010-09-21,167.0,167.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1.0,0.025440313,0.928571429,1.0,S-M,1.0,10.0,10.0,10.0,10.0,2010-05-26,2010-10-29,,
83,84,HD,8.0,8.0,CA,0.0,5.0,A,2011-03-07,2011-03-11,2010-11-01,,2267.0,26.0,0.0,0.743,2010-04-21,2010-08-12,0.0,4.0,2010-04-09,,Northern California,5.0,Private non-Christian,1.0,6,12.0,372.0,Q,0.171,0.0,East Coast,EXISTING,35.0,39.0,2267.0,1.0,2010-09-30,2010-09-30,158.0,158.0,Middle,Middle,Middle->Middle,March,Middle,High,Middle->High,H,1.0,0.094086022,0.897435897,4.0,S-M,1.0,9.0,8.0,10.0,,2010-05-15,2010-06-01,2010-07-20,2011-02-21
84,85,HD,7.0,8.0,TX,0.0,5.0,A,2011-03-07,2011-03-11,2010-11-01,,1742.0,28.0,11.0,0.966,2010-01-25,2010-08-20,10.0,2.0,2010-01-22,B,Houston,10.0,PUBLIC,1.0,6,8.0,375.0,M,0.172,0.0,East Coast,EXISTING,29.0,31.0,1742.0,1.0,2010-09-13,2010-09-13,175.0,175.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0.0,0.077333333,0.935483871,2.0,S-M,1.0,10.0,10.0,10.0,9.0,2010-02-10,2010-03-08,2010-03-25,
85,86,HD,7.0,8.0,AZ,0.0,5.0,A,2011-03-07,2011-03-11,2010-10-15,,1699.0,17.0,2.0,0.85,2010-03-12,2010-03-12,3.0,2.0,2010-03-12,,Other,7.0,PUBLIC,1.0,,,,,0.1,0.0,East Coast,NEW,20.0,22.0,1699.0,2.0,2010-08-31,2010-10-21,188.0,137.0,Middle,Middle,Middle->Middle,March,Undefined,Undefined,Undefined->Undefined,H,0.0,,0.909090909,2.0,,0.0,8.0,,,,2010-09-21,2010-09-30,2011-02-14,
86,87,HC,8.0,8.0,MI,0.0,6.0,B,2011-03-07,2011-03-12,2010-10-15,,1099.0,50.0,4.0,0.676,2010-03-11,2010-08-25,6.0,7.0,2010-03-02,B,Other,10.0,PUBLIC,1.0,6,8.0,682.0,J,0.284,0.0,East Coast,EXISTING,74.0,81.0,1099.0,1.0,2010-09-07,2010-09-07,181.0,181.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1.0,0.108504399,0.913580247,7.0,M-L,1.0,9.0,9.0,,10.0,2010-04-17,2010-05-03,2010-05-12,2010-05-20
87,88,HD,9.0,9.0,MX,0.0,6.0,A,2011-03-07,2011-03-12,2010-06-01,SA,2296.0,0.0,0.0,0.0,2010-04-01,2010-04-01,14.0,2.0,2010-02-25,,Other,7.0,CHD,0.0,,,,,0.0,0.0,East Coast,EXISTING,23.0,25.0,2296.0,0.0,,,,,High,High,High->High,March,Undefined,Undefined,Undefined->Undefined,H,1.0,,0.92,2.0,,1.0,10.0,8.0,10.0,,2010-08-03,2010-08-03,2010-08-03,
88,89,HD,8.0,,FL,0.0,4.0,A,2011-03-08,2011-03-11,2010-11-08,,1444.0,3.0,1.0,0.5,2010-04-06,2010-09-09,1.0,1.0,2010-04-06,B,Other,10.0,PUBLIC,1.0,2,12.0,2159.0,O,0.5,0.0,East Coast,EXISTING,6.0,7.0,1444.0,2.0,2010-05-11,2010-10-27,301.0,132.0,Middle,Undefined,Middle->Undefined,March,Elementary,High,Elementary->High,H,0.0,0.002779064,0.857142857,1.0,L,0.0,,,,,2010-06-01,,,
89,90,HD,8.0,8.0,FL,1.0,4.0,A,2011-03-08,2011-03-11,2010-10-15,,1145.0,22.0,4.0,0.688,,2010-08-11,7.0,3.0,2010-07-01,,Other,5.0,Private non-Christian,0.0,PK,12.0,1100.0,F,0.25,0.0,East Coast,EXISTING,32.0,35.0,1145.0,0.0,,,,,Middle,Middle,Middle->Middle,March,PK,High,PK->High,H,1.0,0.029090909,0.914285714,3.0,L,1.0,10.0,6.0,9.0,10.0,2010-09-05,2010-09-26,2010-10-12,
90,91,SK,7.0,7.0,FL,0.0,4.0,B,2011-03-08,2011-03-11,2010-10-12,,999.0,18.0,7.0,0.783,,2010-09-01,7.0,3.0,2010-07-02,,Other,7.0,Private non-Christian,0.0,PK,12.0,1100.0,F,0.13,0.0,Science,EXISTING,23.0,26.0,999.0,0.0,,,,,Middle,Middle,Middle->Middle,March,PK,High,PK->High,S,1.0,0.020909091,0.884615385,3.0,L,1.0,10.0,6.0,9.0,10.0,2010-09-15,2010-09-28,2010-10-11,
91,92,HD,7.0,8.0,TX,0.0,6.0,A,2011-03-08,2011-03-13,2010-10-15,SA,2096.0,0.0,0.0,0.0,2010-02-11,2010-02-11,2.0,4.0,2010-02-11,,Houston,5.0,Catholic,0.0,PK,8.0,428.0,D,0.0,0.0,East Coast,EXISTING,52.0,56.0,2096.0,0.0,,,,,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,H,0.0,0.121495327,0.928571429,4.0,S-M,1.0,10.0,10.0,,10.0,2010-11-04,2010-11-04,2010-11-04,2010-11-04
92,93,SG,6.0,6.0,FL,0.0,3.0,B,2011-03-09,2011-03-11,2010-10-15,,725.0,31.0,0.0,0.861,,2010-09-01,0.0,3.0,2010-07-02,,Other,7.0,Private non-Christian,0.0,PK,12.0,1100.0,F,0.139,0.0,Science,EXISTING,36.0,39.0,725.0,0.0,,,,,Middle,Middle,Middle->Middle,March,PK,High,PK->High,S,1.0,0.032727273,0.923076923,3.0,L,1.0,10.0,6.0,9.0,10.0,2010-09-20,2010-10-04,2010-10-14,2011-02-21
